FIPS,INTPTLAT,INTPTLONG,2 classes,3 classes,4 classes,5 classes,6 classes,7 classes,8 classes,9 classes,10 classes,11 classes,12 classes,13 classes,14 classes,15 classes,16 classes,17 classes,18 classes,19 classes,20 classes,21 classes,22 classes,23 classes,24 classes,25 classes,26 classes,27 classes,28 classes,29 classes,30 classes,31 classes,32 classes,33 classes,34 classes,35 classes,36 classes,37 classes,38 classes,39 classes
06029000910,35.4138845,-118.9067286,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001000,35.3587886,-118.87757,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001101,35.3682609,-118.9226708,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001102,35.3702538,-118.9402404,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001103,35.3723166,-118.9577019,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001201,35.3874473,-118.9720353,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001202,35.377139,-118.9753831,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001300,35.3822696,-118.9880772,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001400,35.3922701,-118.9846462,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001500,35.3722473,-118.9890643,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001600,35.3769557,-119.0153944,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001700,35.3786716,-119.033399,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001801,35.3601532,-119.0495029,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001802,35.3637621,-119.0674079,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001901,35.3608268,-119.0347862,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029001902,35.3604639,-119.0241678,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002000,35.3604274,-119.0109288,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002100,35.3604075,-118.9985321,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002200,35.3613217,-118.9879161,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002301,35.3590376,-118.9452577,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002302,35.3597374,-118.975107,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002400,35.3238825,-118.9490692,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002500,35.3372541,-118.9920281,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002600,35.3457339,-119.0117159,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002700,35.3461386,-119.03002,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002804,35.3449134,-119.0678215,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002806,35.351304,-119.1055446,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002807,35.3457879,-119.0825787,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002808,35.3307397,-119.1012475,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002811,35.3371406,-119.1201184,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,38
06029002812,35.3505096,-119.0504014,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002813,35.3431099,-119.0506301,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002814,35.3359425,-119.049604,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002815,35.3286336,-119.0481028,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002816,35.3264609,-119.0617564,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002817,35.3273754,-119.070111,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002818,35.3323458,-119.0852288,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002819,35.323044,-119.0823051,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002820,35.3180792,-119.1187516,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002821,35.3162893,-119.1021478,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029002900,35.3322843,-119.0303423,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003000,35.3321914,-119.0121142,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003103,35.3095656,-118.9945268,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003112,35.3174932,-119.0458982,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003113,35.3179748,-119.0288352,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003114,35.3029184,-119.0445781,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003115,35.3035415,-119.0269531,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003121,35.3176683,-119.0121274,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003122,35.3031439,-119.0121407,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003123,35.3050623,-119.0986803,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003124,35.3070654,-119.0655635,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003202,35.271205,-119.0038623,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003203,35.3510229,-119.1515136,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003204,35.2305045,-119.1191249,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003205,35.2885017,-119.0427006,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003206,35.2667571,-119.0713629,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003303,35.0702231,-119.451887,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003304,35.2582904,-119.5019126,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003305,34.8027858,-118.9619081,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,15,15,15,15,15,15,15
06029003306,34.9235317,-119.1500356,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,15,15,15,15,15,15,15
06029003400,35.1650721,-119.4672721,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003500,35.1445259,-119.4610717,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003600,35.1294919,-119.4622032,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003700,35.3940158,-119.4164905,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003803,35.4121942,-119.1994667,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003804,35.4156972,-119.1367966,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003805,35.4102215,-119.1199953,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003806,35.4094908,-119.1014197,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003807,35.390736,-119.1188846,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003808,35.3914329,-119.1006532,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003809,35.3695847,-119.2028983,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003810,35.3762338,-119.1367221,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003811,35.3762031,-119.1189923,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003812,35.3706406,-119.1027529,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003813,35.3608118,-119.1422863,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029003900,35.5027102,-119.1781809,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004000,35.516438,-119.2918485,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004101,35.5063506,-119.2719891,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004102,35.4961858,-119.2738672,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004200,35.4822316,-119.3805277,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004301,35.5738555,-119.3509151,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004302,35.5905734,-119.4116611,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004401,35.5937099,-119.3476988,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004402,35.5917344,-119.3337642,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004500,35.6497752,-119.7746623,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004601,35.783063,-119.312322,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,38
06029004604,35.6819031,-119.1909489,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004701,35.6738272,-119.2425798,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004702,35.6752697,-119.2157446,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004800,35.7653256,-119.2527683,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004901,35.7837173,-119.2462266,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029004902,35.7830778,-119.2321782,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029005003,35.7436341,-119.2324678,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029005004,35.770351,-119.235974,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029005103,35.484358,-118.9832964,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029005104,35.4390643,-118.8225658,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029005201,35.6862875,-118.5033077,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,37,37
06029005204,35.476284,-118.6143672,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,37,37
06029006002,35.1129063,-118.5709793,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029006003,35.139486,-118.4817279,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,15,15,15,15,15,15,15
06029006006,35.1611067,-118.5218332,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,15,15,15,15,15,15,15
06029006007,34.9750857,-118.5950157,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,15,15,15,15,15,15,15
06029006008,35.1962215,-118.6581798,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,15,15,15,15,15,15,15
06029006100,35.1224846,-118.4435603,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,15,15,15,15,15,15,15
06029006201,35.2620354,-118.9369122,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029006202,35.1821665,-118.8856972,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029006301,35.2236273,-118.83337,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029006303,35.2017267,-118.846623,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029006304,35.201848,-118.8196449,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029006401,35.2692638,-118.9121193,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029006403,35.2596885,-118.9232651,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029006404,35.2390042,-118.911723,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06031000100,36.3928943,-119.5983712,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000200,36.3510181,-119.8425961,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000300,36.3051812,-119.9245603,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000402,36.2769538,-119.769357,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000403,36.3207094,-119.778526,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000404,36.3035318,-119.7943867,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000405,36.3015715,-119.7738507,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000500,36.3278538,-119.7178905,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000601,36.3547616,-119.6700353,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000602,36.3572078,-119.650579,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000701,36.3580168,-119.6393201,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000702,36.3489843,-119.6219711,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000800,36.3279951,-119.6189777,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031000900,36.3332087,-119.6473042,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001001,36.331353,-119.676661,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001002,36.3196581,-119.6671974,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001003,36.3058649,-119.6730488,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001100,36.3080545,-119.6308433,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001200,36.2324904,-119.6239493,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001300,36.119739,-119.5542173,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001401,36.0861268,-119.5624953,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001402,36.0990535,-119.5600632,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001500,36.1028669,-119.5738328,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001601,36.01376,-119.7891118,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001602,36.057953,-119.5540669,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06031001701,35.9048358,-120.0793193,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06039000102,37.3965946,-119.3767852,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
06039000103,37.5026912,-119.5191768,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
06039000104,37.3197594,-119.6159177,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
06039000106,37.1853582,-119.7721217,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
06039000108,37.2553569,-119.6833367,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
06039000109,37.1891883,-119.8802873,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
06039000201,37.0986965,-120.1431313,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
06039000202,37.0797978,-120.288051,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
06039000300,37.1133445,-120.2587546,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
