FIPS,INTPTLAT,INTPTLONG,2 classes,3 classes,4 classes,5 classes,6 classes,7 classes,8 classes,9 classes,10 classes,11 classes,12 classes,13 classes,14 classes,15 classes,16 classes,17 classes,18 classes,19 classes,20 classes,21 classes,22 classes,23 classes,24 classes,25 classes,26 classes,27 classes,28 classes,29 classes,30 classes,31 classes,32 classes,33 classes,34 classes,35 classes,36 classes,37 classes,38 classes,39 classes
06019004212,36.8150842,-119.8690146,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004213,36.8185876,-119.8507497,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004214,36.829804,-119.8536493,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004215,36.8306861,-119.8992769,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004216,36.842753,-119.9214051,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004301,36.8461939,-119.8416197,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004302,36.8300711,-119.8311646,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004303,36.8155701,-119.8307726,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004404,36.8444241,-119.792414,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004405,36.8587761,-119.7743534,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004406,36.8448135,-119.7744457,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004408,36.8626333,-119.7952018,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004409,36.8437897,-119.811928,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004503,36.8299344,-119.8083215,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004504,36.8301672,-119.7903044,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004505,36.8157101,-119.7903644,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004506,36.815613,-119.8083939,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004601,36.8031545,-119.8253921,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004602,36.8011471,-119.8084855,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004701,36.7994995,-119.8369046,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004703,36.7901386,-119.8353599,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004704,36.7829438,-119.8352485,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004801,36.7842412,-119.8120789,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004802,36.78763,-119.8222476,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004901,36.7867587,-119.7964425,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019004902,36.7894606,-119.807449,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,16,16,16,16,16
06019005000,36.8012804,-119.7904326,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005100,36.7868839,-119.7814652,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005202,36.7873266,-119.7439756,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005203,36.7832086,-119.7634015,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005204,36.7904775,-119.76333,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005301,36.7977186,-119.7678173,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005302,36.8049491,-119.7677716,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005304,36.8049374,-119.7429548,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005305,36.7977961,-119.7429704,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005403,36.8121984,-119.7632007,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005405,36.826646,-119.7677223,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005406,36.8337758,-119.7677341,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005407,36.8339103,-119.7450732,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005408,36.8188039,-119.7423113,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005409,36.8194482,-119.7632087,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005410,36.8157748,-119.7767969,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005503,36.9039783,-119.7682639,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005504,36.8885355,-119.7386275,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005505,36.8739461,-119.7387266,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005507,36.8592568,-119.7567596,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005508,36.8593795,-119.7387496,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005509,36.8448439,-119.7386631,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005510,36.8446786,-119.7567304,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005512,36.8456635,-119.6757076,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005513,36.8446768,-119.7018656,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005514,36.8448035,-119.7202981,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005515,36.9247612,-119.689719,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005516,36.8703273,-119.7636741,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005517,36.8842337,-119.7573517,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005518,36.8605423,-119.6445547,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005520,36.8592093,-119.6660507,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005522,36.8592846,-119.6931658,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005524,36.8594085,-119.7204462,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005525,36.8804748,-119.6918625,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005602,36.8243809,-119.7058337,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005605,36.8303071,-119.732754,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,29,29,29,29,29,29,29,29,29,29
06019005606,36.8302984,-119.7214645,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005607,36.8194376,-119.7182723,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005608,36.8119204,-119.7194878,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005701,36.8303592,-119.6909537,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005702,36.8302668,-119.6730789,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005703,36.8157677,-119.6728738,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005704,36.8160111,-119.691083,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005801,36.8011827,-119.6910954,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005802,36.8001728,-119.6727835,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005804,36.7865743,-119.6909521,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005805,36.7685213,-119.6805734,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005904,36.7303926,-119.6356555,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005905,36.7864934,-119.5874178,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005906,36.7700677,-119.5155966,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005907,36.8304328,-119.6601276,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005909,36.8105831,-119.6539846,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005911,36.7942655,-119.6500718,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019005912,36.820846,-119.628777,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019006000,36.7191064,-119.5717189,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019006100,36.6910426,-119.5726544,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019006201,36.6847537,-119.5374742,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019006202,36.718129,-119.5325383,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019006300,36.663503,-119.4358266,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019006402,37.2229999,-119.0010211,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019006403,36.8254036,-118.8088099,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019006404,36.9057665,-119.3805297,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019006405,37.004659,-119.5618119,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,5,2,0,6,6,6,2,0,6,6,6,6,2
06019006501,36.608683,-119.3447256,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019006502,36.6466582,-119.3274871,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019006602,36.5908573,-119.4402301,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019006603,36.6073772,-119.4571017,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019006604,36.6045254,-119.4393739,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019006700,36.5869962,-119.4549129,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019006802,36.5995048,-119.4974354,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019006900,36.6466139,-119.5600522,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007002,36.5699543,-119.6086518,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007003,36.5935943,-119.6260162,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007004,36.5770545,-119.5900857,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007100,36.5629769,-119.6279131,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007201,36.5460522,-119.5391563,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007202,36.5082178,-119.5666704,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007300,36.5344594,-119.6917634,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007400,36.4550589,-119.7117317,1,0,1,1,1,1,0,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25
06019007500,36.5336682,-119.8284031,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007600,36.580566,-119.9430164,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007700,36.4461627,-119.9069028,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007801,36.1460009,-120.0943201,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007802,36.3151701,-120.0929305,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019007902,36.204251,-120.4089333,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019008000,36.1571802,-120.3728934,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019008100,36.1419667,-120.3511651,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019008200,36.5557643,-120.2392392,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019008301,36.804879,-120.398557,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019008302,36.626297,-120.5773805,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019008401,36.8586926,-120.5139877,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019008402,36.8689002,-120.6584593,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019008501,36.5887994,-119.5492976,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06019008502,36.6214407,-119.5507133,1,0,1,1,1,1,0,1,1,4,4,1,1,1,0,3,1,0,3,3,3,3,3,1,0,12,5,5,5,5,5,5,5,5,5,2,2,0
06021010100,39.744188,-122.1823274,0,1,0,0,0,5,5,5,2,0,11,11,5,5,5,5,5,5,5,5,5,5,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26
06021010200,39.7422205,-122.2109384,0,1,0,0,0,5,5,5,2,0,11,11,5,5,5,5,5,5,5,5,5,5,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26
06021010300,39.6052917,-122.501299,0,1,0,0,0,5,5,5,2,0,11,11,5,5,5,5,5,5,5,5,5,5,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26
06021010400,39.5223177,-122.2104734,0,1,0,0,0,5,5,5,2,0,11,11,5,5,5,5,5,5,5,5,5,5,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26
06021010501,39.7212958,-122.0413986,0,1,0,0,0,5,5,5,2,0,11,11,5,5,5,5,5,5,5,5,5,5,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26
06021010502,39.5091976,-122.0272696,0,1,0,0,0,5,5,5,2,0,11,11,5,5,5,5,5,5,5,5,5,5,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26
06029000101,35.4411814,-119.0511858,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000102,35.4294346,-119.0170134,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000200,35.4163342,-119.0360588,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000300,35.4111131,-119.0286468,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000400,35.4058896,-119.033747,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000503,35.4306701,-119.0955184,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000504,35.4176598,-119.0737144,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000505,35.4069513,-119.0833307,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000506,35.3924388,-119.0832776,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000507,35.386741,-119.0634239,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000600,35.3952759,-119.0135607,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000700,35.3976684,-118.9953155,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000800,35.4041078,-118.9759749,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000902,35.4050159,-118.9631285,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000903,35.4034052,-118.9550626,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000904,35.3894623,-118.9584296,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000905,35.3794847,-118.9585218,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000906,35.3796667,-118.9406565,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000907,35.379737,-118.9229278,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000908,35.4021102,-118.9414209,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
06029000909,35.389903,-118.9394252,1,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,13,6,2,2,0,0,6
